target_id	length	eff_length	est_counts	tpm
cgd1_1650-RA	402	103.035	0	0
cgd1_1660-RA	324	35.8135	3	1733.32
cgd1_1670-RA	1386	1087	1	19.036
cgd1_1680-RA	3102	2803	2	14.7643
cgd1_1690-RA	1983	1684	3	36.8624
cgd1_170-RA	858	559	0	0
cgd1_1700-RA	2488	2189	8	75.6221
cgd1_1710-RA	1348	1049	0	0
cgd1_1720-RA	5427	5128	7	28.2458
cgd1_1730-RA	1245	946	19	415.592
cgd1_1740-RA	830	531	0	0
cgd1_1750-RA	1539	1240	0	0
cgd1_1760-RA	1196	897	0	0
cgd1_1770-RA	417	118.006	0	0
cgd1_1780-RA	1383	1084	2	38.1773
cgd1_1790-RA	1983	1684	0	0
cgd1_180-RA	1587	1288	1	16.0653
cgd1_1800-RA	1482	1183	0	0
cgd1_1810-RA	2022	1723	0	0
cgd1_1820-RA	579	280	0	0
cgd1_1830-RA	618	319	4	259.462
cgd1_1840-RA	2799	2500	4	33.1074
cgd1_1850-RA	450	151	0	0
cgd1_1860-RA	1131	832	0	0
cgd1_1870-RA	1461	1162	1	17.8073
cgd1_1880-RA	612	313	0	0
cgd1_1890-RA	681	382	0	0
cgd1_190-RA	1683	1384	0	0
cgd1_1900-RA	799	500	1	41.3842
cgd1_1910-RA	1010	711	0	0
cgd1_1920-RA	13909	13610	0	0
cgd1_1930-RA	1476	1177	0	0
cgd1_1940-RA	558	259	0	0
cgd1_1950-RA	1242	943	4	87.7714
cgd1_1960-RA	630	331	0	0
cgd1_1970-RA	909	610	1	33.9215
cgd1_1980-RA	1494	1195	0	0
cgd1_1990-RA	891	592	1	34.9529
cgd1_20-RA	1464	1165	0	0
cgd1_200-RA	549	250	0	0
cgd1_2000-RA	2094	1795	4	46.1105
cgd1_2010-RA	1899	1600	4	51.7303
cgd1_2020-RA	621	322	0	0
cgd1_203-RA	440	141	1	146.752
cgd1_2030-RA	1557	1258	3	49.3452
cgd1_2040-RA	1599	1300	48	764.016
cgd1_2050-RA	801	502	0	0
cgd1_2060-RA	558	259	0	0
cgd1_2070-RA	1500	1201	0	0
cgd1_2080-RA	693	394	0	0
cgd1_2090-RA	1113	814	1	25.4203
cgd1_210-RA	615	316	0	0
cgd1_2100-RA	1413	1114	0	0
cgd1_2110-RA	4674	4375	0	0
cgd1_2120-RA	2790	2491	0	0
cgd1_2130-RA	1923	1624	4	50.9658
cgd1_2140-RA	846	547	0	0
cgd1_2150-RA	2070	1771	1	11.6839
cgd1_2160-RA	2250	1951	0	0
cgd1_2170-RA	1157	858	0	0
cgd1_2180-RA	1782	1483	0	0
cgd1_2190-RA	2934	2635	2	15.7056
cgd1_220-RA	1281	982	0	0
cgd1_2200-RA	1374	1075	0	0
cgd1_2210-RA	360	62.6012	1	330.538
cgd1_2220-RA	642	343	0	0
cgd1_2230-RA	1197	898	2	46.0849
cgd1_2240-RA	1278	979	0	0
cgd1_2250-RA	432	133.001	2	311.158
cgd1_2260-RA	435	136	0	0
cgd1_2270-RA	324	35.8135	1	577.774
cgd1_2280-RA	558	259	0	0
cgd1_2290-RA	2043	1744	1	11.8647
cgd1_2293-RA	237	11.4228	0	0
cgd1_230-RA	1425	1126	2	36.7533
cgd1_2300-RA	4701	4402	1	4.70061
cgd1_2310-RA	492	193	0	0
cgd1_2313-RA	341	47.0146	0	0
cgd1_2320-RA	1323	1024	4	80.8285
cgd1_2330-RA	843	544	0	0
cgd1_2340-RA	546	247	0	0
cgd1_2350-RA	1680	1381	0	0
cgd1_2360-RA	915	616	1	33.5911
cgd1_2370-RA	990	691	0	0
cgd1_2380-RA	1689	1390	0	0
cgd1_2390-RA	660	361	0	0
cgd1_240-RA	1065	766	0	0
cgd1_2400-RA	996	697	7	207.812
cgd1_2403-RA	462	163	0	0
cgd1_2410-RA	3186	2887	2	14.3347
cgd1_2420-RA	1173	874	0	0
cgd1_2430-RA	936	637	0	0
cgd1_2440-RA	1386	1087	0	0
cgd1_2450-RA	2748	2449	2	16.8984
cgd1_2460-RA	573	274	2	151.037
cgd1_2470-RA	951	652	0	0
cgd1_2480-RA	1315	1016	0	0
cgd1_2490-RA	1003	704	3	88.1766
cgd1_250-RA	1634	1335	0	0
cgd1_2500-RA	1899	1600	2	25.8651
cgd1_2510-RA	879	580	1	35.676
cgd1_2520-RA	321	34.13	0	0
cgd1_2530-RA	3897	3598	0	0
cgd1_2540-RA	3567	3268	1	6.33173
cgd1_2550-RA	537	238	1	86.9416
cgd1_2560-RA	930	631	0	0
cgd1_2570-RA	4347	4048	0	0
cgd1_2580-RA	744	445	0	0
cgd1_2590-RA	771	472	0	0
cgd1_260-RA	1386	1087	3	57.1079
cgd1_2600-RA	2262	1963	1	10.5411
cgd1_2610-RA	6264	5965	0	0
cgd1_2620-RA	3035	2736	4	30.2516
cgd1_2630-RA	1158	859	2	48.1772
cgd1_2635-RA	73	4.36592	0	0
cgd1_2640-RA	354	57.3804	0	0
cgd1_2650-RA	2604	2305	0	0
cgd1_2660-RA	543	244	0	0
cgd1_2663-RA	527	228	0	0
cgd1_2670-RA	1512	1213	1	17.0586
cgd1_2680-RA	873	574	1	36.049
cgd1_2690-RA	204	8.62912	0	0
cgd1_270-RA	438	139	0	0
cgd1_2700-RA	1224	925	3	67.1095
cgd1_2710-RA	1068	769	1	26.9078
cgd1_2720-RA	2283	1984	4	41.7179
cgd1_2730-RA	2082	1783	10	116.052
cgd1_2740-RA	2586	2287	3	27.1431
cgd1_2750-RA	1896	1597	0	0
cgd1_2760-RA	1197	898	4	92.1697
cgd1_2770-RA	3846	3547	6	35.0021
cgd1_2780-RA	1161	862	0	0
cgd1_2783-RA	740	441	0	0
cgd1_2790-RA	496	197	0	0
cgd1_280-RA	1104	805	4	102.818
cgd1_2800-RA	522	223	0	0
cgd1_2810-RA	1648	1349	1	15.3388
cgd1_2830-RA	1108	809	1	25.5774
cgd1_2840-RA	4571	4272	0	0
cgd1_2850-RA	3468	3169	0	0
cgd1_2860-RA	1610	1311	1	15.7834
cgd1_2870-RA	2079	1780	0	0
cgd1_2880-RA	1934	1635	39	493.573
cgd1_2890-RA	2946	2647	0	0
cgd1_290-RA	1500	1201	3	51.6872
cgd1_2900-RA	1773	1474	0	0
cgd1_2910-RA	420	121.004	0	0
cgd1_2920-RA	663	364	0	0
cgd1_2940-RA	777	478	0	0
cgd1_2943-RA	623	324	0	0
cgd1_2950-RA	1122	823	0	0
cgd1_2960-RA	2428	2129	4	38.8767
cgd1_2970-RA	1167	868	4	95.3553
cgd1_2980-RA	744	445	1	46.4991
cgd1_2990-RA	417	118.006	0	0
cgd1_30-RA	4953	4654	1	4.44609
cgd1_300-RA	328	38.1945	3	1625.27
cgd1_3000-RA	489	190	9	980.152
cgd1_3010-RA	855	556	3	111.648
cgd1_3020-RA	1110	811	45	1148.14
cgd1_3030-RA	2463	2164	1	9.56197
cgd1_3033-RA	657	358	0	0
cgd1_3040-RA	753	454	16	729.237
cgd1_3050-RA	1380	1081	0	0
cgd1_3060-RA	1359	1060	0	0
cgd1_3070-RA	11588	11289	2	3.66589
cgd1_3080-RA	993	694	0	0
cgd1_3090-RA	1227	928	0	0
cgd1_3095-RA	71	4.33451	0	0
cgd1_310-RA	1095	796	5	129.976
cgd1_3100-RA	2180	1881	2	22.0012
cgd1_3110-RA	2538	2239	0	0
cgd1_3120-RA	2249	1950	9	95.502
cgd1_3130-RA	2079	1780	18	209.246
cgd1_3140-RA	618	319	1	64.8655
cgd1_3150-RA	984	685	0	0
cgd1_3160-RA	4359	4060	0	0
cgd1_3170-RA	4860	4561	10.0023	45.3779
cgd1_3180-RA	1371	1072	0	0
cgd1_3190-RA	2390	2091	0	0
cgd1_320-RA	1773	1474	0	0
cgd1_3200-RA	864	565	0	0
cgd1_3210-RA	3123	2824	1	7.32723
cgd1_3220-RA	2022	1723	0	0
cgd1_3230-RA	2640	2341	3	26.517
cgd1_3240-RA	9555	9256	5	11.1777
cgd1_3250-RA	726	427	0	0
cgd1_3260-RA	1038	739	2	56.0003
cgd1_3270-RA	2323	2024	1	10.2234
cgd1_3280-RA	939	640	1	32.3314
cgd1_3290-RA	2407	2108	0	0
cgd1_330-RA	2648	2349	35	308.311
cgd1_3300-RA	891	592	1	34.9529
cgd1_3310-RA	684	385	0	0
cgd1_3320-RA	855	556	3	111.648
cgd1_3330-RA	631	332	0	0
cgd1_3340-RA	1484	1185	6	104.77
cgd1_3343-RA	494	195	0	0
cgd1_3350-RA	519	220	0	0
cgd1_3360-RA	1932	1633	1	12.6712
cgd1_3370-RA	636	337	0	0
cgd1_3380-RA	889	590	1	35.0714
cgd1_3390-RA	1884	1585	1	13.055
cgd1_340-RA	1483	1184	0	0
cgd1_3400-RA	1240	941	0	0
cgd1_3410-RA	273	16.9784	0	0
cgd1_3420-RA	2205	1906	0	0
cgd1_3430-RA	428	129.001	0	0
cgd1_3440-RA	1470	1171	0	0
cgd1_3450-RA	2022	1723	16	192.15
cgd1_3460-RA	960	661	0	0
cgd1_3470-RA	588	289	1	71.599
cgd1_3480-RA	1838	1539	5	67.2258
cgd1_3490-RA	457	158	0	0
cgd1_350-RA	2343	2044	1	10.1233
cgd1_3500-RA	2495	2196	4	37.6905
cgd1_3510-RA	1761	1462	5	70.7664
cgd1_3520-RA	1671	1372	10	150.817
cgd1_3530-RA	2680	2381	17	147.739
cgd1_3540-RA	5820	5521	1	3.74789
cgd1_3543-RA	497	198	0	0
cgd1_3550-RA	2778	2479	7	58.4287
cgd1_3560-RA	381	82.2997	0	0
cgd1_3570-RA	1260	961	0	0
cgd1_3580-RA	429	130.001	0	0
cgd1_3583-RA	821	522	0	0
cgd1_3590-RA	1338	1039	0	0
cgd1_360-RA	2511	2212	0	0
cgd1_3600-RA	2254	1955	0	0
cgd1_3610-RA	2808	2509	0	0
cgd1_3620-RA	1107	808	0	0
cgd1_3630-RA	2238	1939	4	42.6861
cgd1_3640-RA	1569	1270	0	0
cgd1_3650-RA	1059	760	0	0
cgd1_3660-RA	618	319	0	0
cgd1_3670-RA	6618	6319	22	72.0409
cgd1_3680-RA	1613	1314	47	740.128
cgd1_3690-RA	3078	2779	3	22.3376
cgd1_370-RA	2244	1945	7	74.4703
cgd1_3700-RA	1362	1063	2	38.9315
cgd1_3710-RA	2088	1789	3	34.6989
cgd1_3720-RA	1263	964	1	21.4648
cgd1_3730-RA	2091	1792	4	46.1877
cgd1_3740-RA	4224	3925	0	0
cgd1_3750-RA	861	562	1	36.8187
cgd1_3760-RA	3480	3181	0	0
cgd1_3770-RA	531	232	0	0
cgd1_3780-RA	2445	2146	10	96.4217
cgd1_3790-RA	3819	3520	0	0
cgd1_380-RA	1360	1061	0	0
cgd1_3800-RA	573	274	1	75.5186
cgd1_3810-RA	2739	2440	69	585.146
cgd1_3820-RA	2988	2689	3	23.0853
cgd1_3830-RA	604	305	1	67.843
cgd1_3840-RA	3224	2925	0	0
cgd1_3850-RA	2775	2476	3	25.0712
cgd1_3860-RA	1292	993	0	0
cgd1_390-RA	997	698	4	118.579
cgd1_40-RA	1152	853	0	0
cgd1_400-RA	2187	1888	0	0
cgd1_410-RA	527	228	0	0
cgd1_420-RA	628	329	2	125.788
cgd1_430-RA	617	318	2	130.139
cgd1_440-RA	692	393	1	52.6517
cgd1_450-RA	2006	1707	0	0
cgd1_460-RA	2015	1716	0	0
cgd1_470-RA	2799	2500	2	16.5537
cgd1_480-RA	498	199	0	0
cgd1_490-RA	393	94.0931	0	0
cgd1_493-RA	456	157	0	0
cgd1_5-RA	698	399	2607.67	135234
cgd1_50-RA	3140	2841	3	21.8502
cgd1_500-RA	1477	1178	3	52.6964
cgd1_510-RA	1906	1607	0	0
cgd1_520-RA	1422	1123	12	221.109
cgd1_530-RA	530	231	1	89.5762
cgd1_540-RA	711	412	1	50.2235
cgd1_543-RA	495	196	2	211.144
cgd1_550-RA	8988	8689	2	4.76283
cgd1_560-RA	1357	1058	0	0
cgd1_570-RA	705	406	2	101.932
cgd1_580-RA	2787	2488	19	158.018
cgd1_590-RA	7584	7285	39	110.774
cgd1_60-RA	903	604	1	34.2584
cgd1_600-RA	1555	1256	2	32.9492
cgd1_610-RA	708	409	0	0
cgd1_620-RA	1317	1018	1	20.3262
cgd1_630-RA	930	631	1	32.7926
cgd1_640-RA	4369	4070	16	81.3449
cgd1_645-RA	81	4.49682	0	0
cgd1_650-RA	3822	3523	0	0
cgd1_660-RA	1017	718	38	1095.13
cgd1_670-RA	3531	3232	3	19.2068
cgd1_680-RA	1549	1250	0	0
cgd1_690-RA	1252	953	0	0
cgd1_70-RA	357	59.9608	0	0
cgd1_700-RA	4296	3997	0	0
cgd1_710-RA	3581	3282	0	0
cgd1_720-RA	636	337	0	0
cgd1_730-RA	1066	767	1	26.978
cgd1_733-RA	569	270	1	76.6374
cgd1_740-RA	846	547	0	0
cgd1_750-RA	15741	15442	1	1.33999
cgd1_760-RA	2786	2487	6	49.9206
cgd1_770-RA	1614	1315	0	0
cgd1_780-RA	844	545	0	0
cgd1_790-RA	4197	3898	0	0
cgd1_80-RA	444	145	0	0
cgd1_800-RA	1974	1675	0	0
cgd1_810-RA	1803	1504	0	0
cgd1_820-RA	2510	2211	4	37.4348
cgd1_830-RA	3140	2841	4	29.1335
cgd1_840-RA	634	335	0	0
cgd1_843-RA	254	13.5904	0	0
cgd1_850-RA	465	166	7	872.558
cgd1_860-RA	222	9.97161	0	0
cgd1_870-RA	633	334	1	61.9524
cgd1_880-RA	1218	919	32	720.508
cgd1_890-RA	4269	3970	18	93.8181
cgd1_90-RA	2274	1975	0	0
cgd1_900-RA	318	32.5326	0	0
cgd1_905-RA	74	4.38182	0	0
cgd1_910-RA	1046	747	6	166.202
cgd1_920-RA	1716	1417	2	29.2055
cgd1_930-RA	900	601	21	723.019
cgd1_940-RA	540	241	0	0
cgd1_950-RA	1446	1147	3	54.1206
cgd1_960-RA	1458	1159	1	17.8534
cgd1_970-RA	2502	2203	2	18.7854
cgd1_980-RA	2625	2326	13	115.648
cgd1_990-RA	3444	3145	24	157.905
Cgd2_140-RA	276	17.6374	0	0
Cgd2_1810-RA	945	646	1	32.0311
Cgd2_2990-RA	714	415	8	398.884
cgd2_10-RA	1338	1039	0	0
cgd2_100-RA	1239	940	3	66.0386
cgd2_1000-RA	1920	1621	4	51.0601
cgd2_1010-RA	1761	1462	10	141.533
cgd2_1020-RA	1293	994	1	20.817
cgd2_1030-RA	945	646	2	64.0622
cgd2_1040-RA	576	277	0	0
cgd2_1050-RA	1044	745	0	0
cgd2_1060-RA	2157	1858	5	55.6838
cgd2_1070-RA	321	34.13	3	1818.82
cgd2_1080-RA	1755	1456	0	0
cgd2_1090-RA	1518	1219	1	16.9747
cgd2_110-RA	1721	1422	0	0
cgd2_1100-RA	2913	2614	5	39.5794
cgd2_1110-RA	1513	1214	0	0
cgd2_1120-RA	1488	1189	1	17.4029
cgd2_1130-RA	2046	1747	0	0
cgd2_1140-RA	969	670	0	0
cgd2_1150-RA	1008	709	6	175.109
cgd2_1160-RA	2022	1723	2	24.0187
cgd2_1170-RA	1428	1129	0	0
cgd2_1190-RA	1863	1564	0	0
cgd2_120-RA	368	69.8927	1	296.055
cgd2_1200-RA	930	631	1	32.7926
cgd2_1210-RA	765	466	0	0
cgd2_1220-RA	1716	1417	0	0
cgd2_1230-RA	2253	1954	0	0
cgd2_1240-RA	1302	1003	0	0
cgd2_1250-RA	2691	2392	3	25.9516
cgd2_1260-RA	2436	2137	0	0
cgd2_1270-RA	2487	2188	0	0
cgd2_1280-RA	2058	1759	0	0
cgd2_1290-RA	1269	970	1	21.3321
cgd2_130-RA	339	45.5517	3	1362.77
cgd2_1300-RA	2034	1735	11	131.189
cgd2_1310-RA	1449	1150	1	17.9931
cgd2_1330-RA	1374	1075	0	0
cgd2_1340-RA	2037	1738	1	11.9057
cgd2_1350-RA	1386	1087	8	152.288
cgd2_1360-RA	1623	1324	16	250.056
cgd2_1365-RA	80	4.47998	0	0
cgd2_1370-RA	2634	2335	1	8.86171
cgd2_1372-RA	1757	1458	0.00730779	0.103713
cgd2_1373-RA	7300	7001	111139	328482
cgd2_1375-RA	1758	1459	0.999957	14.1818
cgd2_1376-RA	152	6.19169	0	0
cgd2_1377-RA	3459	3160	0	0
cgd2_1380-RA	885	586	0	0
cgd2_1390-RA	591	292	0	0
cgd2_1400-RA	1842	1543	0	0
cgd2_1410-RA	429	130.001	5	795.843
cgd2_1420-RA	1470	1171	0	0
cgd2_1430-RA	1383	1084	0	0
cgd2_1440-RA	771	472	3	131.518
cgd2_1450-RA	1725	1426	0	0
cgd2_1460-RA	2012	1713	1	12.0795
cgd2_1470-RA	567	268	0	0
cgd2_1480-RA	1317	1018	1	20.3262
cgd2_1490-RA	1002	703	0	0
cgd2_150-RA	1255	956	1	21.6445
cgd2_1500-RA	1623	1324	0	0
cgd2_1510-RA	2418	2119	0	0
cgd2_1520-RA	1779	1480	2	27.9623
cgd2_1530-RA	1212	913	0	0
cgd2_1540-RA	456	157	0	0
cgd2_1550-RA	1488	1189	0	0
cgd2_1560-RA	1599	1300	0	0
cgd2_1570-RA	921	622	1	33.267
cgd2_1580-RA	366	68.0394	2	608.238
cgd2_1590-RA	1968	1669	1	12.3979
cgd2_160-RA	1382	1083	3	57.3188
cgd2_1600-RA	2589	2290	2	18.0717
cgd2_1610-RA	1551	1252	2	33.0545
cgd2_1620-RA	759	460	5	224.914
cgd2_1630-RA	620	321	0	0
cgd2_1640-RA	2367	2068	1	10.0059
cgd2_1650-RA	1407	1108	0	0
cgd2_1660-RA	510	211	0	0
cgd2_1670-RA	354	57.3804	0	0
cgd2_1680-RA	1076	777	1	26.6308
cgd2_1690-RA	303	25.7547	0	0
cgd2_170-RA	470	171	4	484.026
cgd2_1700-RA	519	220	2	188.11
cgd2_1710-RA	3504	3205	0	0
cgd2_1713-RA	591	292	0	0
cgd2_1720-RA	1800	1501	0	0
cgd2_1730-RA	1227	928	0	0
cgd2_1740-RA	2409	2110	3	29.4201
cgd2_1745-RA	85	4.5656	0	0
cgd2_1750-RA	1449	1150	1	17.9931
cgd2_1760-RA	1139	840	0	0
cgd2_1770-RA	1278	979	3	63.4079
cgd2_1780-RA	1317	1018	3	60.9787
cgd2_1790-RA	3120	2821	0	0
cgd2_180-RA	603	304	0	0
cgd2_1800-RA	1315	1016	0	0
cgd2_1820-RA	603	304	2	136.132
cgd2_1823-RA	496	197	0	0
cgd2_1830-RA	1146	847	0	0
cgd2_1840-RA	1548	1249	1	16.5669
cgd2_1850-RA	981	682	1	30.3403
cgd2_1860-RA	3741	3442	1	6.01165
cgd2_1870-RA	942	643	20	643.611
cgd2_1880-RA	348	52.4205	0	0
cgd2_1890-RA	705	406	8	407.726
cgd2_190-RA	411	112.012	0	0
cgd2_1900-RA	1008	709	3	87.5547
cgd2_1910-RA	1605	1306	18	285.19
cgd2_1920-RA	3423	3124	3	19.8708
cgd2_1930-RA	498	199	0	0
cgd2_1940-RA	660	361	3	171.957
cgd2_1950-RA	1980	1681	4.2914e-05	0.000528246
cgd2_1960-RA	2133	1834	1	11.2825
cgd2_1970-RA	2889	2590	0	0
cgd2_1980-RA	1113	814	0	0
cgd2_1990-RA	702	403	0	0
cgd2_20-RA	2049	1750	77	910.452
cgd2_200-RA	972	673	33	1014.62
cgd2_2000-RA	997	698	3	88.9345
cgd2_2010-RA	804	505	2	81.9489
cgd2_2020-RA	618	319	0	0
cgd2_2030-RA	631	332	0	0
cgd2_2040-RA	1221	922	1	22.4426
cgd2_2050-RA	867	568	5	182.149
cgd2_2060-RA	2130	1831	2	22.602
cgd2_2070-RA	1578	1279	0	0
cgd2_2080-RA	1046	747	0	0
cgd2_2090-RA	3259	2960	0	0
cgd2_210-RA	1741	1442	1	14.3496
cgd2_2100-RA	645	346	35	2093.13
cgd2_2110-RA	567	268	56	4323.72
cgd2_2120-RA	297	23.5517	2	1757.16
cgd2_2130-RA	4281	3982	4	20.7856
cgd2_2140-RA	5457	5158	1	4.01165
cgd2_2150-RA	408	109.017	1	189.806
cgd2_2160-RA	2880	2581	4	32.0683
cgd2_2170-RA	1689	1390	3	44.6592
cgd2_2180-RA	351	54.8653	0	0
cgd2_2190-RA	1242	943	0	0
cgd2_220-RA	1724	1425	0	0
cgd2_2200-RA	306	26.9586	2	1535.1
cgd2_2210-RA	1212	913	0	0
cgd2_2220-RA	855	556	0	0
cgd2_2230-RA	2502	2203	2	18.7854
cgd2_2240-RA	1386	1087	1	19.036
cgd2_2250-RA	495	196	0	0
cgd2_2260-RA	2034	1735	2	23.8526
cgd2_2270-RA	1038	739	1	28.0001
cgd2_2280-RA	1680	1381	0	0
cgd2_2290-RA	924	625	1	33.1074
cgd2_230-RA	5048	4749	0	0
cgd2_2300-RA	1464	1165	0	0
cgd2_2310-RA	1635	1336	0	0
cgd2_2320-RA	5061	4762	0	0
cgd2_2330-RA	507	208	0	0
cgd2_2340-RA	4959	4660	4	17.7615
cgd2_2350-RA	1716	1417	0	0
cgd2_2360-RA	5907	5608	1	3.68975
cgd2_2370-RA	405	106.025	0	0
cgd2_2380-RA	966	667	0	0
cgd2_2390-RA	1011	712	0	0
cgd2_240-RA	867	568	0	0
cgd2_2400-RA	3876	3577	3	17.3543
cgd2_2410-RA	468	169	0	0
cgd2_2420-RA	1446	1147	0	0
cgd2_2430-RA	957	658	0	0
cgd2_2440-RA	393	94.0931	0	0
cgd2_2450-RA	504	205	0	0
cgd2_2460-RA	586	287	0	0
cgd2_2470-RA	705	406	0	0
cgd2_2480-RA	1419	1120	5	92.3755
cgd2_2490-RA	885	586	1	35.3108
cgd2_250-RA	393	94.0931	4	879.644
cgd2_2500-RA	1695	1396	2	29.6448
cgd2_2510-RA	2295	1996	7	72.5675
cgd2_2520-RA	832	533	1	38.822
cgd2_2523-RA	751	452	0	0
cgd2_2530-RA	1029	730	5	141.727
cgd2_2533-RA	408	109.017	4	759.223
cgd2_2540-RA	327	37.5845	0	0
cgd2_2550-RA	5610	5311	1	3.89608
cgd2_2560-RA	2976	2677	4	30.9183
cgd2_2570-RA	799	500	0	0
cgd2_2580-RA	6960	6661	5	15.5323
cgd2_2590-RA	384	85.2271	0	0
cgd2_260-RA	1037	738	0	0
cgd2_2600-RA	1394	1095	1	18.8969
cgd2_2610-RA	7839	7540	1	2.74431
cgd2_2620-RA	1800	1501	1	13.7855
cgd2_2630-RA	1971	1672	0	0
cgd2_2640-RA	558	259	2	159.785
cgd2_2650-RA	1257	958	4	86.3971
cgd2_2660-RA	1293	994	6	124.902
cgd2_2670-RA	1245	946	3	65.6198
cgd2_2680-RA	4305	4006	0	0
cgd2_2690-RA	618	319	0	0
cgd2_270-RA	2081	1782	9	104.506
cgd2_2700-RA	1488	1189	13	226.238
cgd2_2710-RA	1653	1354	0	0
cgd2_2720-RA	3012	2713	0	0
cgd2_2730-RA	3489	3190	4	25.9462
cgd2_2740-RA	1620	1321	1	15.664
cgd2_2750-RA	4050	3751	4	22.0657
cgd2_2760-RA	2273	1974	1	10.4823
cgd2_2770-RA	6555	6256	0	0
cgd2_2780-RA	1122	823	0	0
cgd2_2790-RA	1099	800	0	0
cgd2_280-RA	618	319	21	1362.18
cgd2_2800-RA	843	544	4	152.148
cgd2_2810-RA	693	394	1	52.518
cgd2_2820-RA	457	158	3	392.888
cgd2_2830-RA	921	622	0	0
cgd2_2840-RA	3333	3034	5	34.1004
cgd2_2850-RA	555	256	2	161.657
cgd2_2860-RA	570	271	1	76.3546
cgd2_2870-RA	207	8.82844	0	0
cgd2_2880-RA	1122	823	0	0
cgd2_2890-RA	897	598	1	34.6022
cgd2_290-RA	1486	1187	0	0
cgd2_2900-RA	516	217	0	0
cgd2_2910-RA	3669	3370	7	42.9806
cgd2_2920-RA	1103	804	13	334.574
cgd2_2930-RA	1649	1350	0	0
cgd2_2940-RA	4955	4656	8	35.5534
cgd2_2950-RA	6889	6590	0	0
cgd2_2960-RA	1578	1279	1	16.1783
cgd2_2970-RA	537	238	0	0
cgd2_2980-RA	3303	3004	0	0
cgd2_30-RA	1512	1213	2	34.1172
cgd2_300-RA	3747	3448	1	6.00119
cgd2_3000-RA	435	136	5	760.737
cgd2_3010-RA	2244	1945	1	10.6386
cgd2_3020-RA	528	229	0	0
cgd2_3030-RA	2115	1816	1	11.3943
cgd2_3040-RA	495	196	14	1478.01
cgd2_3050-RA	429	130.001	8	1273.35
cgd2_3060-RA	721	422	6	294.201
cgd2_3070-RA	549	250	0	0
cgd2_3080-RA	1344	1045	1	19.8011
